180
2	4	3
2	5	9
2	174	1
2	175	1
2	176	3
2	177	2
2	178	9
3	7	2
3	10	1
3	173	1
3	178	3
3	179	4
4	6	1
4	8	1
4	10	1
4	13	1
4	176	1
4	178	3
5	8	8
5	9	2
5	12	1
5	14	1
6	8	7
6	13	1
7	9	4
7	11	2
7	12	1
7	13	1
7	15	1
8	11	9
8	15	1
9	12	9
9	13	5
9	14	2
9	15	1
10	12	9
10	13	4
11	13	4
11	16	9
12	14	6
12	15	9
12	16	9
12	19	1
13	17	1
13	18	2
14	17	2
14	22	1
14	23	1
14	26	1
15	17	1
15	21	2
15	23	1
15	26	1
16	18	2
16	19	9
16	20	1
16	24	1
16	26	1
17	21	4
17	22	3
17	23	2
18	20	2
18	21	1
18	22	2
18	24	1
18	26	1
19	21	9
19	22	3
19	26	6
19	31	1
20	22	1
20	25	9
20	30	1
20	66	1
20	67	1
20	155	1
20	157	1
21	23	4
21	24	9
21	25	1
21	27	1
21	29	2
21	66	1
21	155	1
21	156	1
21	157	1
21	158	1
21	159	1
22	24	4
22	28	3
22	66	1
22	110	1
22	155	1
22	157	1
22	158	1
22	159	1
23	25	3
23	26	2
23	27	2
23	28	3
23	66	1
23	67	1
23	70	1
23	159	1
24	26	9
24	27	1
24	28	4
24	66	1
24	67	1
24	68	1
24	69	1
24	70	1
24	159	1
25	27	3
25	30	1
25	70	1
25	114	1
25	158	1
25	159	1
25	160	1
26	29	9
26	33	1
27	30	1
27	32	3
28	30	3
28	32	1
29	32	1
29	33	9
29	34	2
30	33	5
30	34	1
30	35	2
31	33	6
31	36	2
32	34	3
32	35	3
32	36	5
32	38	1
32	41	1
33	35	9
33	36	9
33	38	1
33	40	1
34	37	9
34	38	3
34	39	1
36	38	4
36	40	2
37	39	8
37	40	9
37	41	1
37	45	1
38	42	2
38	45	1
39	41	1
39	44	2
40	43	9
40	45	4
40	49	1
41	43	4
41	44	2
41	47	3
41	50	1
42	45	3
42	46	5
42	47	3
42	52	1
43	47	9
43	48	2
43	49	3
43	50	1
43	51	1
44	48	5
44	51	1
45	48	3
45	50	2
45	52	1
46	48	2
46	51	3
47	49	3
47	50	9
47	51	2
48	50	2
48	52	1
49	51	3
49	58	1
50	52	8
50	53	9
50	56	1
50	57	1
50	58	1
51	54	9
51	58	1
52	56	1
52	57	1
52	60	1
53	55	1
53	56	4
53	60	1
54	57	9
54	58	3
54	60	1
55	57	4
55	60	2
56	58	8
56	61	1
57	59	9
57	61	3
57	64	1
57	65	1
58	60	2
58	61	9
58	63	1
59	61	1
59	64	1
59	67	1
59	71	1
60	62	4
60	63	1
60	65	1
60	68	1
60	71	1
61	64	9
61	65	7
61	69	1
61	71	1
62	64	4
62	67	3
62	68	2
62	70	1
63	66	7
63	67	1
63	69	2
63	71	1
64	66	9
64	67	4
64	71	4
64	74	1
64	75	1
65	68	2
65	69	2
65	70	9
65	110	1
65	111	1
65	112	1
65	156	1
66	69	9
66	70	3
66	72	1
66	74	1
66	111	1
67	69	8
67	73	2
67	111	1
68	71	3
68	72	2
68	73	3
68	76	1
68	111	1
68	112	1
68	113	1
68	115	1
68	160	1
69	71	9
69	72	1
69	73	4
69	75	2
69	111	1
69	112	1
69	113	1
69	114	1
69	115	1
70	72	2
70	74	1
70	113	1
70	115	1
71	74	9
71	78	1
72	74	2
72	77	2
73	75	1
73	76	2
73	77	1
73	79	1
74	78	9
74	79	9
75	78	9
75	81	1
75	82	1
75	83	1
76	78	6
76	81	2
76	85	1
77	79	4
77	80	3
77	81	5
77	83	1
77	84	1
77	86	1
78	80	9
78	81	9
78	83	1
78	85	1
79	82	9
79	83	2
80	86	1
80	87	1
81	83	4
81	85	2
82	84	7
82	85	8
82	86	1
82	90	1
83	87	2
83	90	1
84	86	1
84	89	2
85	88	9
85	90	3
85	94	1
86	88	3
86	89	2
86	92	3
86	94	1
87	90	3
87	91	4
87	92	3
87	97	1
88	92	9
88	93	2
88	94	3
88	95	1
88	96	1
89	93	5
89	96	1
89	97	1
90	93	2
90	95	2
90	97	1
91	93	2
91	96	3
92	94	2
92	95	9
92	96	2
93	95	1
93	97	1
94	96	4
94	102	1
94	103	1
95	97	9
95	98	9
95	101	1
95	102	1
95	104	1
96	99	8
96	103	1
97	101	1
97	102	1
98	101	5
98	104	1
99	102	9
99	103	2
99	104	1
100	102	7
100	104	5
101	103	9
101	106	2
101	107	1
102	104	2
102	105	9
102	107	1
103	106	9
103	108	1
104	106	6
104	107	1
104	109	1
104	116	1
105	107	3
105	110	2
105	113	1
106	109	9
106	110	7
106	114	1
107	109	3
107	112	3
107	113	3
107	115	1
108	111	7
108	112	2
108	114	1
108	116	1
109	111	9
109	112	3
109	116	4
109	121	1
110	114	1
110	115	9
110	118	1
110	155	1
110	156	1
110	157	1
111	113	2
111	114	9
111	115	2
111	117	1
111	119	1
111	156	1
112	114	3
112	118	3
112	120	1
112	156	1
113	116	3
113	117	2
113	118	3
113	121	1
113	156	1
113	157	1
113	160	1
114	116	9
114	117	7
114	156	1
114	157	1
114	158	1
114	159	1
114	160	1
115	119	7
115	120	2
115	160	1
116	118	3
116	119	9
116	121	1
117	122	1
118	120	3
118	121	1
119	121	6
119	122	9
119	124	2
120	123	9
121	123	2
121	125	5
121	126	1
121	127	1
121	130	1
122	124	9
122	126	2
122	129	1
122	131	1
123	125	7
123	126	9
123	128	1
123	130	1
123	131	1
124	127	5
124	128	1
124	130	1
126	129	8
127	130	9
128	130	9
128	132	1
128	135	1
128	138	1
129	131	4
129	133	2
129	134	3
129	136	1
129	137	1
130	132	1
130	133	9
130	135	2
130	137	1
131	133	2
131	137	3
131	139	1
131	140	1
132	134	2
132	135	3
132	136	5
132	137	1
133	137	9
133	138	3
133	139	2
134	138	4
135	138	3
135	140	4
135	142	1
135	143	1
136	139	2
136	141	2
137	139	4
137	140	9
138	142	2
139	141	1
139	143	1
139	148	1
140	143	9
140	144	2
140	147	1
141	143	8
141	146	1
141	148	1
142	144	4
142	146	3
142	147	1
142	148	1
143	146	9
144	147	9
144	148	5
144	149	2
145	147	9
145	148	3
145	150	2
146	148	3
146	150	1
146	151	2
147	149	7
147	150	5
147	151	9
147	154	1
148	151	1
148	152	1
148	153	3
149	152	1
149	161	1
150	152	3
150	153	1
150	155	2
151	153	1
151	154	9
151	159	2
152	156	4
152	157	3
152	158	3
153	155	3
153	156	2
153	157	2
153	159	1
154	156	9
154	157	2
154	161	4
154	162	1
154	166	1
155	157	1
155	159	1
155	160	8
155	163	1
155	165	1
156	158	6
156	159	9
156	160	2
156	162	1
156	164	1
157	160	1
157	163	3
157	165	1
158	160	1
158	161	4
158	162	2
158	163	3
159	161	9
159	162	8
160	164	7
160	165	2
160	166	1
161	163	3
161	164	9
161	166	1
162	167	1
163	165	3
163	166	1
163	168	1
163	169	1
164	166	6
164	167	9
164	169	1
165	168	9
166	168	2
166	170	5
166	171	1
166	172	1
166	175	1
167	169	9
167	171	2
167	174	1
167	176	1
168	170	7
168	171	9
168	173	1
168	175	1
168	176	1
169	172	5
169	173	1
169	175	1
171	174	8
172	175	9
173	175	9
173	177	2
174	176	3
174	178	2
174	179	3
175	177	1
175	178	9
176	178	2
177	179	2
